stimuliPractice0,stimuliPractice1,stimuliList,stimuliA0,stimuliA1,stimuliA2,stimuliA3,stimuliA4,stimuliA5,stimuliA6,stimuliA7,stimuliA8,stimuliA9,stimuliA10,stimuliA11,stimuliA12,stimuliA13,stimuliA14,stimuliA15,stimuliA16,stimuliA17,stimuliA18,stimuliA19,stimuliA20,stimuliA21,stimuliA22,stimuliA23,syllabification,corrSyl,corrAns,keyCVC,keyCV,pracTarLoop.thisRepN,pracTarLoop.thisTrialN,pracTarLoop.thisN,pracTarLoop.thisIndex,pracTrialLoop.thisRepN,pracTrialLoop.thisTrialN,pracTrialLoop.thisN,pracTrialLoop.thisIndex,expTarLoop.thisRepN,expTarLoop.thisTrialN,expTarLoop.thisN,expTarLoop.thisIndex,expTrialLoop.thisRepN,expTrialLoop.thisTrialN,expTrialLoop.thisN,expTrialLoop.thisIndex,sylPracLoop.thisRepN,sylPracLoop.thisTrialN,sylPracLoop.thisN,sylPracLoop.thisIndex,syllableLoop.thisRepN,syllableLoop.thisTrialN,syllableLoop.thisN,syllableLoop.thisIndex,exp_key_resp.keys,exp_key_resp.rt,sylExp_key_resp.keys,sylExp_key_resp.corr,sylExp_key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,bolsillo,bol,1,bol,bo,,,,,,,,,,,,,,,,,,,,,0,11,11,2,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,cosecha,co,2,cos,co,,,,,,,,,,,,,,,,,,,,,0,12,12,20,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,baldosa,bal,1,bal,ba,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,permiso,per,1,per,pe,,,,,,,,,,,,,,,,,,,,,0,14,14,7,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,casilla,ca,2,cas,ca,,,,,,,,,,,,,,,,,,,,,0,15,15,18,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,voltaje,vol,1,vol,vo,,,,,,,,,,,,,,,,,,,,,0,16,16,3,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,cerveza,cer,1,cer,ce,,,,,,,,,,,,,,,,,,,,,0,17,17,6,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,moneda,mo,2,mon,mo,,,,,,,,,,,,,,,,,,,,,0,18,18,15,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ceniza,ce,2,cen,ce,,,,,,,,,,,,,,,,,,,,,0,19,19,13,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,morcillo,mor,1,mor,mo,,,,,,,,,,,,,,,,,,,,,0,20,20,11,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,garganta,gar,1,gar,ga,,,,,,,,,,,,,,,,,,,,,0,21,21,5,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,linaje,li,2,lin,li,,,,,,,,,,,,,,,,,,,,,0,22,22,14,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,camisa,ca,2,cam,ca,,,,,,,,,,,,,,,,,,,,,0,23,23,16,,,None,0,,part004,A,2019_Feb_27_1750,Syllabification,3.0.5,60.344181851345404,
