block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block51,montaña,CVC,CV,mo,word,mismatch,mon,mon,critical,1.0
block51,submundo,CVC,CV,mo,word,mismatch,mon,sub,filler01,None
block51,laxante,CV,CV,mo,word,match,mon,lax,filler02,None
block51,vislumbre,CVC,CV,mo,word,mismatch,mon,vis,filler03,None
block51,salchicha,CVC,CV,mo,word,mismatch,mon,sal,filler04,None
block51,lectura,CVC,CV,mo,word,mismatch,mon,lec,filler05,None
block51,tufillo,CV,CV,mo,word,match,mon,tuf,filler06,None
block51,resabio,CV,CV,mo,word,match,mon,res,filler07,None
block51,rapiña,CV,CV,mo,word,match,mon,rap,filler08,None
block51,tesina,CV,CV,mo,word,match,mon,tes,filler09,None
