block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block50,moneda,CV,CVC,mon,word,mismatch,mon,mon,critical,1.0
block50,tesina,CV,CVC,mon,word,mismatch,mon,tes,filler01,None
block50,bufete,CV,CVC,mon,word,mismatch,mon,buf,filler02,None
block50,deltoides,CVC,CVC,mon,word,match,mon,del,filler03,None
block50,talante,CV,CVC,mon,word,mismatch,mon,tal,filler04,None
block50,rabillo,CV,CVC,mon,word,mismatch,mon,rab,filler05,None
block50,farsante,CVC,CVC,mon,word,match,mon,far,filler06,None
block50,cordura,CVC,CVC,mon,word,match,mon,cor,filler07,None
block50,captura,CVC,CVC,mon,word,match,mon,cap,filler08,None
block50,tardanza,CVC,CVC,mon,word,match,mon,tar,filler09,None
