block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block52,montaña,CVC,CVC,mon,word,match,mon,mon,critical,1.0
block52,barbecho,CVC,CVC,mon,word,match,mon,bar,filler01,None
block52,bufete,CV,CVC,mon,word,mismatch,mon,buf,filler02,None
block52,deltoides,CVC,CVC,mon,word,match,mon,del,filler03,None
block52,batuta,CV,CVC,mon,word,mismatch,mon,bat,filler04,None
block52,rabillo,CV,CVC,mon,word,mismatch,mon,rab,filler05,None
block52,vaquilla,CV,CVC,mon,word,mismatch,mon,vaq,filler06,None
block52,piropo,CV,CVC,mon,word,mismatch,mon,pir,filler07,None
block52,gorjeo,CVC,CVC,mon,word,match,mon,gor,filler08,None
block52,balbina,CVC,CVC,mon,word,match,mon,bal,filler09,None
