block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block22,pesdeña,CVC,CV,pe,nonword,mismatch,pes,pes,critical,1.0
block22,docado,CV,CV,pe,nonword,match,pes,doc,filler01,None
block22,normaso,CVC,CV,pe,nonword,mismatch,pes,nor,filler02,None
block22,bicera,CV,CV,pe,nonword,match,pes,bic,filler03,None
block22,daviba,CV,CV,pe,nonword,match,pes,dav,filler04,None
block22,cabsero,CVC,CV,pe,nonword,mismatch,pes,cab,filler05,None
block22,tutmuja,CVC,CV,pe,nonword,mismatch,pes,tut,filler06,None
block22,talaja,CV,CV,pe,nonword,match,pes,tal,filler07,None
block22,gorente,CV,CV,pe,nonword,match,pes,gor,filler08,None
block22,lultame,CVC,CV,pe,nonword,mismatch,pes,lul,filler09,None
