block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block09,linaje,CV,CV,li,word,match,lin,lin,critical,1.0
block09,tartana,CVC,CV,li,word,mismatch,lin,tar,filler01,None
block09,portazo,CVC,CV,li,word,mismatch,lin,por,filler02,None
block09,vereda,CV,CV,li,word,match,lin,ver,filler03,None
block09,zarpazo,CVC,CV,li,word,mismatch,lin,zar,filler04,None
block09,jasmina,CVC,CV,li,word,mismatch,lin,jas,filler05,None
block09,captura,CVC,CV,li,word,mismatch,lin,cap,filler06,None
block09,recurso,CV,CV,li,word,match,lin,rec,filler07,None
block09,tocino,CV,CV,li,word,match,lin,toc,filler08,None
block09,dureza,CV,CV,li,word,match,lin,dur,filler09,None
