block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block36,campana,CVC,CVC,cam,word,match,cam,cam,critical,1.0
block36,fondillo,CVC,CVC,cam,word,match,cam,fon,filler01,None
block36,sordera,CVC,CVC,cam,word,match,cam,sor,filler02,None
block36,percance,CVC,CVC,cam,word,match,cam,per,filler03,None
block36,rivera,CV,CVC,cam,word,mismatch,cam,riv,filler04,None
block36,pinchazo,CVC,CVC,cam,word,match,cam,pin,filler05,None
block36,renombre,CV,CVC,cam,word,mismatch,cam,ren,filler06,None
block36,regazo,CV,CVC,cam,word,mismatch,cam,reg,filler07,None
block36,regato,CV,CVC,cam,word,mismatch,cam,reg,filler08,None
block36,pureza,CV,CVC,cam,word,mismatch,cam,pur,filler09,None
