block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block49,moneda,CV,CV,mo,word,match,mon,mon,critical,1.0
block49,submundo,CVC,CV,mo,word,mismatch,mon,sub,filler01,None
block49,laxante,CV,CV,mo,word,match,mon,lax,filler02,None
block49,vislumbre,CVC,CV,mo,word,mismatch,mon,vis,filler03,None
block49,salchicha,CVC,CV,mo,word,mismatch,mon,sal,filler04,None
block49,lectura,CVC,CV,mo,word,mismatch,mon,lec,filler05,None
block49,cigarro,CV,CV,mo,word,match,mon,cig,filler06,None
block49,resabio,CV,CV,mo,word,match,mon,res,filler07,None
block49,rapiña,CV,CV,mo,word,match,mon,rap,filler08,None
block49,barbecho,CVC,CV,mo,word,mismatch,mon,bar,filler09,None
