block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block33,camisa,CV,CV,ca,word,match,cam,cam,critical,1.0
block33,porfía,CVC,CV,ca,word,mismatch,cam,por,filler01,None
block33,rendija,CVC,CV,ca,word,mismatch,cam,ren,filler02,None
block33,soborno,CV,CV,ca,word,match,cam,sob,filler03,None
block33,fondillo,CVC,CV,ca,word,mismatch,cam,fon,filler04,None
block33,felpudo,CVC,CV,ca,word,mismatch,cam,fel,filler05,None
block33,suspenso,CVC,CV,ca,word,mismatch,cam,sus,filler06,None
block33,topacio,CV,CV,ca,word,match,cam,top,filler07,None
block33,ribazo,CV,CV,ca,word,match,cam,rib,filler08,None
block33,pitillo,CV,CV,ca,word,match,cam,pit,filler09,None
