block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block40,cambena,CVC,CVC,cam,nonword,match,cam,cam,critical,1.0
block40,devillo,CV,CVC,cam,nonword,mismatch,cam,dev,filler01,None
block40,nencida,CVC,CVC,cam,nonword,match,cam,nen,filler02,None
block40,pirijuo,CV,CVC,cam,nonword,mismatch,cam,pir,filler03,None
block40,bercillo,CVC,CVC,cam,nonword,match,cam,ber,filler04,None
block40,penvalla,CVC,CVC,cam,nonword,match,cam,pen,filler05,None
block40,voltura,CVC,CVC,cam,nonword,match,cam,vol,filler06,None
block40,dilisia,CV,CVC,cam,nonword,mismatch,cam,dil,filler07,None
block40,febago,CV,CVC,cam,nonword,mismatch,cam,feb,filler08,None
block40,lercuente,CVC,CVC,cam,nonword,match,cam,ler,filler09,None
