block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block23,pesipa,CV,CVC,pes,nonword,mismatch,pes,pes,critical,1.0
block23,tomida,CV,CVC,pes,nonword,mismatch,pes,tom,filler01,None
block23,farime,CV,CVC,pes,nonword,mismatch,pes,far,filler02,None
block23,civillo,CV,CVC,pes,nonword,mismatch,pes,civ,filler03,None
block23,cunceza,CVC,CVC,pes,nonword,match,pes,cun,filler04,None
block23,runrullo,CVC,CVC,pes,nonword,match,pes,run,filler05,None
block23,mingrago,CVC,CVC,pes,nonword,match,pes,min,filler06,None
block23,rizgura,CVC,CVC,pes,nonword,match,pes,riz,filler07,None
block23,duliste,CV,CVC,pes,nonword,mismatch,pes,dul,filler08,None
block23,cubteha,CVC,CVC,pes,nonword,match,pes,cub,filler09,None
