block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block24,pesdeña,CVC,CVC,pes,nonword,match,pes,pes,critical,1.0
block24,tomida,CV,CVC,pes,nonword,mismatch,pes,tom,filler01,None
block24,farime,CV,CVC,pes,nonword,mismatch,pes,far,filler02,None
block24,civillo,CV,CVC,pes,nonword,mismatch,pes,civ,filler03,None
block24,cunceza,CVC,CVC,pes,nonword,match,pes,cun,filler04,None
block24,tecido,CV,CVC,pes,nonword,mismatch,pes,tec,filler05,None
block24,mingrago,CVC,CVC,pes,nonword,match,pes,min,filler06,None
block24,rizgura,CVC,CVC,pes,nonword,match,pes,riz,filler07,None
block24,duliste,CV,CVC,pes,nonword,mismatch,pes,dul,filler08,None
block24,cubteha,CVC,CVC,pes,nonword,match,pes,cub,filler09,None
