block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block56,monseña,CVC,CVC,mon,nonword,match,mon,mon,critical,1.0
block56,parvaza,CVC,CVC,mon,nonword,match,mon,par,filler01,None
block56,recinto,CV,CVC,mon,nonword,mismatch,mon,rec,filler02,None
block56,ternura,CVC,CVC,mon,nonword,match,mon,ter,filler03,None
block56,tarsallo,CVC,CVC,mon,nonword,match,mon,tar,filler04,None
block56,serpiente,CVC,CVC,mon,nonword,match,mon,ser,filler05,None
block56,reducto,CV,CVC,mon,nonword,mismatch,mon,red,filler06,None
block56,tarima,CV,CVC,mon,nonword,mismatch,mon,tar,filler07,None
block56,recado,CV,CVC,mon,nonword,mismatch,mon,rec,filler08,None
block56,sepulcro,CV,CVC,mon,nonword,mismatch,mon,sep,filler09,None
