block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block55,monseña,CVC,CV,mo,nonword,mismatch,mon,mon,critical,1.0
block55,hicuila,CV,CV,mo,nonword,match,mon,hic,filler01,None
block55,lisnombre,CVC,CV,mo,nonword,mismatch,mon,lis,filler02,None
block55,tecillo,CV,CV,mo,nonword,match,mon,tec,filler03,None
block55,pargaza,CVC,CV,mo,nonword,mismatch,mon,par,filler04,None
block55,tipallo,CV,CV,mo,nonword,match,mon,tip,filler05,None
block55,fernuera,CVC,CV,mo,nonword,mismatch,mon,fer,filler06,None
block55,rucilla,CV,CV,mo,nonword,match,mon,ruc,filler07,None
block55,viltancia,CVC,CV,mo,nonword,mismatch,mon,vil,filler08,None
block55,sabiba,CV,CV,mo,nonword,match,mon,sab,filler09,None
