block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block60,palmera,CVC,CVC,pal,word,match,pal,pal,critical,1.0
block60,certeza,CVC,CVC,pal,word,match,pal,cer,filler01,None
block60,cordero,CVC,CVC,pal,word,match,pal,cor,filler02,None
block60,fogata,CV,CVC,pal,word,mismatch,pal,fog,filler03,None
block60,mordaza,CVC,CVC,pal,word,match,pal,mor,filler04,None
block60,mordisco,CVC,CVC,pal,word,match,pal,mor,filler05,None
block60,reguero,CV,CVC,pal,word,mismatch,pal,reg,filler06,None
block60,rudeza,CV,CVC,pal,word,mismatch,pal,rud,filler07,None
block60,gomina,CV,CVC,pal,word,mismatch,pal,gom,filler08,None
block60,ciruelo,CV,CVC,pal,word,mismatch,pal,cir,filler09,None
