block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block54,moniga,CV,CVC,mon,nonword,mismatch,mon,mon,critical,1.0
block54,parvaza,CVC,CVC,mon,nonword,match,mon,par,filler01,None
block54,bascana,CVC,CVC,mon,nonword,match,mon,bas,filler02,None
block54,ternura,CVC,CVC,mon,nonword,match,mon,ter,filler03,None
block54,tarsallo,CVC,CVC,mon,nonword,match,mon,tar,filler04,None
block54,serpiente,CVC,CVC,mon,nonword,match,mon,ser,filler05,None
block54,reducto,CV,CVC,mon,nonword,mismatch,mon,red,filler06,None
block54,tarima,CV,CVC,mon,nonword,mismatch,mon,tar,filler07,None
block54,recado,CV,CVC,mon,nonword,mismatch,mon,rec,filler08,None
block54,sepulcro,CV,CVC,mon,nonword,mismatch,mon,sep,filler09,None
