block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block25,rosario,CV,CV,ro,word,match,ros,ros,critical,1.0
block25,pantalla,CVC,CV,ro,word,mismatch,ros,pan,filler01,None
block25,lenguaje,CVC,CV,ro,word,mismatch,ros,len,filler02,None
block25,cambiazo,CVC,CV,ro,word,mismatch,ros,cam,filler03,None
block25,campiña,CVC,CV,ro,word,mismatch,ros,cam,filler04,None
block25,putada,CV,CV,ro,word,match,ros,put,filler05,None
block25,pileta,CV,CV,ro,word,match,ros,pil,filler06,None
block25,legajo,CV,CV,ro,word,match,ros,leg,filler07,None
block25,veleta,CV,CV,ro,word,match,ros,vel,filler08,None
block25,balbina,CVC,CV,ro,word,mismatch,ros,bal,filler09,None
