block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block27,rosario,CV,CVC,ros,word,mismatch,ros,ros,critical,1.0
block27,bengala,CVC,CVC,ros,word,match,ros,ben,filler01,None
block27,lanzazo,CVC,CVC,ros,word,match,ros,lan,filler02,None
block27,ventisca,CVC,CVC,ros,word,match,ros,ven,filler03,None
block27,vigencia,CV,CVC,ros,word,mismatch,ros,vig,filler04,None
block27,pulsera,CVC,CVC,ros,word,match,ros,pul,filler05,None
block27,bacteria,CVC,CVC,ros,word,match,ros,bac,filler06,None
block27,bufido,CV,CVC,ros,word,mismatch,ros,buf,filler07,None
block27,cigoto,CV,CVC,ros,word,mismatch,ros,cig,filler08,None
block27,vinilo,CV,CVC,ros,word,mismatch,ros,vin,filler09,None
