Order,Word,Translation,corrAnsEspV,ciclo.thisRepN,ciclo.thisTrialN,ciclo.thisN,ciclo.thisIndex,lexEsp_key_resp.keys,lexEsp_key_resp.corr,lexEsp_key_resp.rt,participant,date,expName,psychopyVersion,frameRate,
0,pladeno,NW,0,0,0,0,0,1,0,0.9009572869999829,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
0,delantera,first position,1,0,1,1,1,0,0,0.7471626000001379,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
0,garbardina,raincoat,1,0,2,2,2,1,1,0.5175339190000159,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
1,terzo,NW,0,0,3,3,3,0,1,0.6843586679997316,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
2,pellizcar,pinch,1,0,4,4,4,0,0,0.6848496549996526,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
3,pulmones,lungs,1,0,5,5,5,1,1,0.6354870440000013,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
4,batillón,NW,0,0,6,6,6,0,1,0.5855914020003183,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
5,zapato,shoe,1,0,7,7,7,1,1,0.5863073680002344,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
6,tergiversar,distort,1,0,8,8,8,1,1,1.895431629000086,recording2,2019_Mar_15_1019,decision_lexica_visual,3.0.5,60.15669411156887,
