,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block26,rosquilla,CVC,CV,ro,word,mismatch,ros,ros,critical,b
1,block26,pantalla,CVC,CV,ro,word,mismatch,ros,pan,filler01,None
2,block26,lenguaje,CVC,CV,ro,word,mismatch,ros,len,filler02,None
3,block26,cambiazo,CVC,CV,ro,word,mismatch,ros,cam,filler03,None
4,block26,campiña,CVC,CV,ro,word,mismatch,ros,cam,filler04,None
5,block26,putada,CV,CV,ro,word,match,ros,put,filler05,None
6,block26,pileta,CV,CV,ro,word,match,ros,pil,filler06,None
7,block26,legajo,CV,CV,ro,word,match,ros,leg,filler07,None
8,block26,veleta,CV,CV,ro,word,match,ros,vel,filler08,None
9,block26,pitillo,CV,CV,ro,word,match,ros,pit,filler09,None
