,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block20,pestaña,CVC,CVC,pes,word,match,pes,pes,critical,b
1,block20,talante,CV,CVC,pes,word,mismatch,pes,tal,filler01,None
2,block20,tornillo,CVC,CVC,pes,word,match,pes,tor,filler02,None
3,block20,ruptura,CVC,CVC,pes,word,match,pes,rup,filler03,None
4,block20,durmiente,CVC,CVC,pes,word,match,pes,dur,filler04,None
5,block20,burbuja,CVC,CVC,pes,word,match,pes,bur,filler05,None
6,block20,viruela,CV,CVC,pes,word,mismatch,pes,vir,filler06,None
7,block20,lavabo,CV,CVC,pes,word,mismatch,pes,lav,filler07,None
8,block20,butaca,CV,CVC,pes,word,mismatch,pes,but,filler08,None
9,block20,ribera,CV,CVC,pes,word,mismatch,pes,rib,filler09,None
