,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block09,linaje,CV,CV,li,word,match,lin,lin,critical,b
1,block09,tartana,CVC,CV,li,word,mismatch,lin,tar,filler01,None
2,block09,portazo,CVC,CV,li,word,mismatch,lin,por,filler02,None
3,block09,vereda,CV,CV,li,word,match,lin,ver,filler03,None
4,block09,zarpazo,CVC,CV,li,word,mismatch,lin,zar,filler04,None
5,block09,jasmina,CVC,CV,li,word,mismatch,lin,jas,filler05,None
6,block09,captura,CVC,CV,li,word,mismatch,lin,cap,filler06,None
7,block09,recurso,CV,CV,li,word,match,lin,rec,filler07,None
8,block09,tocino,CV,CV,li,word,match,lin,toc,filler08,None
9,block09,dureza,CV,CV,li,word,match,lin,dur,filler09,None
