,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block12,linterna,CVC,CVC,lin,word,match,lin,lin,critical,b
1,block12,portillo,CVC,CVC,lin,word,match,lin,por,filler01,None
2,block12,sobaco,CV,CVC,lin,word,mismatch,lin,sob,filler02,None
3,block12,respuesta,CVC,CVC,lin,word,match,lin,res,filler03,None
4,block12,garbanzo,CVC,CVC,lin,word,match,lin,gar,filler04,None
5,block12,soborno,CV,CVC,lin,word,mismatch,lin,sob,filler05,None
6,block12,pozuelo,CV,CVC,lin,word,mismatch,lin,poz,filler06,None
7,block12,barcaza,CVC,CVC,lin,word,match,lin,bar,filler07,None
8,block12,sureste,CV,CVC,lin,word,mismatch,lin,sur,filler08,None
9,block12,torija,CV,CVC,lin,word,mismatch,lin,tor,filler09,None
