,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block60,palmera,CVC,CVC,pal,word,match,pal,pal,critical,b
1,block60,certeza,CVC,CVC,pal,word,match,pal,cer,filler01,None
2,block60,cordero,CVC,CVC,pal,word,match,pal,cor,filler02,None
3,block60,fogata,CV,CVC,pal,word,mismatch,pal,fog,filler03,None
4,block60,mordaza,CVC,CVC,pal,word,match,pal,mor,filler04,None
5,block60,mordisco,CVC,CVC,pal,word,match,pal,mor,filler05,None
6,block60,reguero,CV,CVC,pal,word,mismatch,pal,reg,filler06,None
7,block60,rudeza,CV,CVC,pal,word,mismatch,pal,rud,filler07,None
8,block60,gomina,CV,CVC,pal,word,mismatch,pal,gom,filler08,None
9,block60,ciruelo,CV,CVC,pal,word,mismatch,pal,cir,filler09,None
