,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block11,linaje,CV,CVC,lin,word,mismatch,lin,lin,critical,b
1,block11,portillo,CVC,CVC,lin,word,match,lin,por,filler01,None
2,block11,sobaco,CV,CVC,lin,word,mismatch,lin,sob,filler02,None
3,block11,respuesta,CVC,CVC,lin,word,match,lin,res,filler03,None
4,block11,garbanzo,CVC,CVC,lin,word,match,lin,gar,filler04,None
5,block11,corneta,CVC,CVC,lin,word,match,lin,cor,filler05,None
6,block11,pozuelo,CV,CVC,lin,word,mismatch,lin,poz,filler06,None
7,block11,barcaza,CVC,CVC,lin,word,match,lin,bar,filler07,None
8,block11,sureste,CV,CVC,lin,word,mismatch,lin,sur,filler08,None
9,block11,torija,CV,CVC,lin,word,mismatch,lin,tor,filler09,None
