,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block22,pesdeña,CVC,CV,pe,nonword,mismatch,pes,pes,critical,b
1,block22,docado,CV,CV,pe,nonword,match,pes,doc,filler01,None
2,block22,normaso,CVC,CV,pe,nonword,mismatch,pes,nor,filler02,None
3,block22,bicera,CV,CV,pe,nonword,match,pes,bic,filler03,None
4,block22,daviba,CV,CV,pe,nonword,match,pes,dav,filler04,None
5,block22,cabsero,CVC,CV,pe,nonword,mismatch,pes,cab,filler05,None
6,block22,tutmuja,CVC,CV,pe,nonword,mismatch,pes,tut,filler06,None
7,block22,talaja,CV,CV,pe,nonword,match,pes,tal,filler07,None
8,block22,gorente,CV,CV,pe,nonword,match,pes,gor,filler08,None
9,block22,lultame,CVC,CV,pe,nonword,mismatch,pes,lul,filler09,None
