,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block27,rosario,CV,CVC,ros,word,mismatch,ros,ros,critical,b
1,block27,bengala,CVC,CVC,ros,word,match,ros,ben,filler01,None
2,block27,lanzazo,CVC,CVC,ros,word,match,ros,lan,filler02,None
3,block27,ventisca,CVC,CVC,ros,word,match,ros,ven,filler03,None
4,block27,vigencia,CV,CVC,ros,word,mismatch,ros,vig,filler04,None
5,block27,pulsera,CVC,CVC,ros,word,match,ros,pul,filler05,None
6,block27,bacteria,CVC,CVC,ros,word,match,ros,bac,filler06,None
7,block27,bufido,CV,CVC,ros,word,mismatch,ros,buf,filler07,None
8,block27,cigoto,CV,CVC,ros,word,mismatch,ros,cig,filler08,None
9,block27,vinilo,CV,CVC,ros,word,mismatch,ros,vin,filler09,None
