,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block15,linele,CV,CVC,lin,nonword,mismatch,lin,lin,critical,b
1,block15,jagito,CV,CVC,lin,nonword,mismatch,lin,jag,filler01,None
2,block15,parsida,CVC,CVC,lin,nonword,match,lin,par,filler02,None
3,block15,ducoste,CV,CVC,lin,nonword,mismatch,lin,duc,filler03,None
4,block15,cortupto,CVC,CVC,lin,nonword,match,lin,cor,filler04,None
5,block15,tosaba,CV,CVC,lin,nonword,mismatch,lin,tos,filler05,None
6,block15,suseña,CV,CVC,lin,nonword,mismatch,lin,sus,filler06,None
7,block15,meptrona,CVC,CVC,lin,nonword,match,lin,mep,filler07,None
8,block15,deroda,CV,CVC,lin,nonword,mismatch,lin,der,filler08,None
9,block15,sutnido,CVC,CVC,lin,nonword,match,lin,sut,filler09,None
