,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block19,peseta,CV,CVC,pes,word,mismatch,pes,pes,critical,b
1,block19,tardanza,CVC,CVC,pes,word,match,pes,tar,filler01,None
2,block19,tornillo,CVC,CVC,pes,word,match,pes,tor,filler02,None
3,block19,ruptura,CVC,CVC,pes,word,match,pes,rup,filler03,None
4,block19,durmiente,CVC,CVC,pes,word,match,pes,dur,filler04,None
5,block19,burbuja,CVC,CVC,pes,word,match,pes,bur,filler05,None
6,block19,viruela,CV,CVC,pes,word,mismatch,pes,vir,filler06,None
7,block19,lavabo,CV,CVC,pes,word,mismatch,pes,lav,filler07,None
8,block19,butaca,CV,CVC,pes,word,mismatch,pes,but,filler08,None
9,block19,ribera,CV,CVC,pes,word,mismatch,pes,rib,filler09,None
