,Word,transcription,corrAns,sylStruc,initialSylStress,wordStatus,source,freq_WPM,DerivedWord,Condition,counter,numRevealed,masking,Length,PrimeCalc,Prime,matching
185,sectas,ˈsek̚.tas,1,CVC,yes,word,Alameda & Cuentos 1995,0.7451923076923077,,A,186.0,3.0,######,6.0,sec###,sec###,match
186,caldos,ˈkal.dos,1,CVC,yes,word,Alameda & Cuentos 1995,0.09615384615384616,,A,187.0,3.0,######,6.0,cal###,cal###,match
187,bardas,ˈbaɾ.ðas,1,CVC,yes,word,Alameda & Cuentos 1995,0.048076923076923066,,A,188.0,3.0,######,6.0,bar###,bar###,match
188,captan,ˈkap̚.tãn,1,CVC,yes,word,Alameda & Cuentos 1995,0.8653846153846153,,A,189.0,3.0,######,6.0,cap###,cap###,match
189,cargos,ˈkaɾ.ɣos,1,CVC,yes,word,Alameda & Cuentos 1995,31.778846153846153,,A,190.0,3.0,######,6.0,car###,car###,match
190,bancas,ˈbãn.kas,1,CVC,yes,word,Alameda & Cuentos 1995,1.1538461538461535,,A,191.0,2.0,######,6.0,ba####,ba####,mismatch
191,mangas,ˈmãn.ɡas,1,CVC,yes,word,Alameda & Cuentos 1995,3.2692307692307687,,A,192.0,2.0,######,6.0,ma####,ma####,mismatch
192,bastos,ˈbas.tos,1,CVC,yes,word,Alameda & Cuentos 1995,0.3125,,A,193.0,2.0,######,6.0,ba####,ba####,mismatch
193,cóndor,ˈkõn.doɾ,1,CVC,yes,word,Alameda & Cuentos 1995,1.6826923076923077,,A,194.0,2.0,######,6.0,có####,có####,mismatch
194,marcos,ˈmaɾ.kos,1,CVC,yes,word,Alameda & Cuentos 1995,7.908653846153847,,A,195.0,2.0,######,6.0,ma####,ma####,mismatch
195,césped,ˈsɛs.pɛð,1,CVC,yes,word,Alameda & Cuentos 1995,14.254807692307693,,A,196.0,2.0,######,6.0,cé####,cé####,mismatch
196,pescan,ˈpɛs.kãn,1,CVC,yes,word,Alameda & Cuentos 1995,0.8173076923076923,,A,197.0,2.0,######,6.0,pe####,pe####,mismatch
197,castas,ˈkas.tas,1,CVC,yes,word,Alameda & Cuentos 1995,0.28846153846153844,,A,198.0,2.0,######,6.0,ca####,ca####,mismatch
198,cartas,ˈkaɾ.tas,1,CVC,yes,word,Alameda & Cuentos 1995,59.158653846153854,,A,199.0,2.0,######,6.0,ca####,ca####,mismatch
199,puntas,ˈpũn.tas,1,CVC,yes,word,Alameda & Cuentos 1995,4.495192307692308,,A,200.0,2.0,######,6.0,pu####,pu####,mismatch
200,sádica,ˈsa.ði.ka,1,CV,yes,word,Alameda & Cuentos 1995,0.40865384615384615,,A,201.0,3.0,######,6.0,sád###,sád###,mismatch
201,célula,ˈse.lu.la,1,CV,yes,word,Alameda & Cuentos 1995,8.60576923076923,,A,202.0,3.0,######,6.0,cél###,cél###,mismatch
202,sábado,ˈsa.βa.ðo,1,CV,yes,word,Alameda & Cuentos 1995,49.25480769230769,,A,203.0,3.0,######,6.0,sáb###,sáb###,mismatch
203,báculo,ˈba.ku.lo,1,CV,yes,word,Alameda & Cuentos 1995,0.21634615384615385,,A,204.0,3.0,######,6.0,bác###,bác###,mismatch
204,código,ˈko.ði.ɣo,1,CV,yes,word,Alameda & Cuentos 1995,63.55769230769231,,A,205.0,3.0,######,6.0,cód###,cód###,mismatch
205,médula,ˈme.ðu.la,1,CV,yes,word,Alameda & Cuentos 1995,6.1538461538461515,,A,206.0,3.0,######,6.0,méd###,méd###,mismatch
206,rédito,ˈre.ði.to,1,CV,yes,word,Alameda & Cuentos 1995,0.09615384615384616,,A,207.0,3.0,######,6.0,réd###,réd###,mismatch
207,gótica,ˈɡo.ti.ka,1,CV,yes,word,Alameda & Cuentos 1995,2.836538461538461,,A,208.0,3.0,######,6.0,gót###,gót###,mismatch
208,cúmulo,ˈku.mu.lo,1,CV,yes,word,Alameda & Cuentos 1995,0.4326923076923077,,A,209.0,3.0,######,6.0,cúm###,cúm###,mismatch
209,cómoda,ˈko.mo.ða,1,CV,yes,word,Alameda & Cuentos 1995,18.26923076923077,,A,210.0,3.0,######,6.0,cóm###,cóm###,mismatch
210,sábana,ˈsa.βa.na,1,CV,yes,word,Alameda & Cuentos 1995,3.2692307692307687,,A,211.0,2.0,######,6.0,sá####,sá####,match
211,rémora,ˈre.mo.ɾa,1,CV,yes,word,Alameda & Cuentos 1995,0.12019230769230768,,A,212.0,2.0,######,6.0,ré####,ré####,match
212,dígito,ˈdi.xi.to,1,CV,yes,word,Alameda & Cuentos 1995,0.28846153846153844,,A,213.0,2.0,######,6.0,dí####,dí####,match
213,cápita,ˈka.pi.ta,1,CV,yes,word,Alameda & Cuentos 1995,0.14423076923076922,,A,214.0,2.0,######,6.0,cá####,cá####,match
214,cómica,ˈko.mi.ka,1,CV,yes,word,Alameda & Cuentos 1995,3.6057692307692313,,A,215.0,2.0,######,6.0,có####,có####,match
215,pálida,ˈpa.li.ða,1,CV,yes,word,Alameda & Cuentos 1995,3.2451923076923075,,A,216.0,2.0,######,6.0,pá####,pá####,match
216,célibe,ˈse.li.βe,1,CV,yes,word,Alameda & Cuentos 1995,0.8894230769230769,,A,217.0,2.0,######,6.0,cé####,cé####,match
217,módulo,ˈmo.ðu.lo,1,CV,yes,word,Alameda & Cuentos 1995,5.5769230769230775,,A,218.0,2.0,######,6.0,mó####,mó####,match
218,básica,ˈba.si.ka,1,CV,yes,word,Alameda & Cuentos 1995,5.288461538461538,,A,219.0,2.0,######,6.0,bá####,bá####,match
219,pájaro,ˈpa.xa.ɾo,1,CV,yes,word,Alameda & Cuentos 1995,23.125,,A,220.0,2.0,######,6.0,pá####,pá####,match
220,cédula,ˈse.ðu.la,1,CV,yes,word,Alameda & Cuentos 1995,0.3846153846153846,,A,221.0,3.0,######,6.0,céd###,céd###,mismatch
221,dínamo,ˈdi.na.mo,1,CV,yes,word,Alameda & Cuentos 1995,0.28846153846153844,,A,222.0,3.0,######,6.0,dín###,dín###,mismatch
222,rótulo,ˈro.tu.lo,1,CV,yes,word,Alameda & Cuentos 1995,0.4567307692307692,,A,223.0,3.0,######,6.0,rót###,rót###,mismatch
223,década,ˈde.ka.ða,1,CV,yes,word,Alameda & Cuentos 1995,7.3798076923076925,,A,224.0,3.0,######,6.0,déc###,déc###,mismatch
224,hálito,ˈa.li.to,1,CV,yes,word,Alameda & Cuentos 1995,0.16826923076923075,,A,225.0,3.0,######,6.0,hál###,hál###,mismatch
225,víbora,ˈbi.βo.ɾa,1,CV,yes,word,Alameda & Cuentos 1995,5.144230769230768,,A,226.0,3.0,######,6.0,víb###,víb###,mismatch
226,método,ˈme.to.ðo,1,CV,yes,word,Alameda & Cuentos 1995,11.177884615384617,,A,227.0,3.0,######,6.0,mét###,báj###,mismatch
227,cálida,ˈka.li.ða,1,CV,yes,word,Alameda & Cuentos 1995,4.855769230769232,,A,228.0,3.0,######,6.0,cál###,cál###,mismatch
228,púbico,ˈpu.βi.ko,1,CV,yes,word,Alameda & Cuentos 1995,2.4278846153846154,,A,229.0,3.0,######,6.0,púb###,púb###,mismatch
229,mérito,ˈmɛ.ɾi.to,1,CV,yes,word,Alameda & Cuentos 1995,5.3605769230769225,,A,230.0,3.0,######,6.0,mér###,mér###,mismatch
230,páramo,ˈpa.ɾa.mo,1,CV,yes,word,Alameda & Cuentos 1995,0.985576923076923,,A,231.0,2.0,######,6.0,pá####,pá####,match
231,máximo,ˈmak.si.mo,1,CV,yes,word,Alameda & Cuentos 1995,31.466346153846153,,A,232.0,2.0,######,6.0,má####,má####,match
232,sódico,ˈso.ði.ko,1,CV,yes,word,Alameda & Cuentos 1995,0.6009615384615384,,A,233.0,2.0,######,6.0,só####,só####,match
233,hábito,ˈa.βi.to,1,CV,yes,word,Alameda & Cuentos 1995,7.836538461538463,,A,234.0,2.0,######,6.0,há####,há####,match
234,hélice,ˈe.li.se,1,CV,yes,word,Alameda & Cuentos 1995,1.3221153846153846,,A,235.0,2.0,######,6.0,hé####,hé####,match
235,pésimo,ˈpe.si.mo,1,CV,yes,word,Alameda & Cuentos 1995,8.677884615384615,,A,236.0,2.0,######,6.0,pé####,pé####,match
236,décima,ˈde.si.ma,1,CV,yes,word,Alameda & Cuentos 1995,2.379807692307692,,A,237.0,2.0,######,6.0,dé####,dé####,match
237,página,ˈpa.xi.na,1,CV,yes,word,Alameda & Cuentos 1995,30.649038461538463,,A,238.0,2.0,######,6.0,pá####,pá####,match
238,cámara,ˈka.ma.ɾa,1,CV,yes,word,Alameda & Cuentos 1995,101.12980769230771,,A,239.0,2.0,######,6.0,cá####,cá####,match
239,bávaro,ˈba.βa.ɾo,1,CV,yes,word,Alameda & Cuentos 1995,0.16826923076923075,,A,240.0,2.0,######,6.0,bá####,bá####,match
240,vinsos,ˈbĩn.sos,4,CVC,yes,nonword,Wuggy,,densos,A,241.0,3.0,######,6.0,vin###,der###,match
241,cústil,ˈkus.til,4,CVC,yes,nonword,Wuggy,,mástil,A,242.0,3.0,######,6.0,cús###,cús###,match
242,rancos,ˈrãn.kos,4,CVC,yes,nonword,Wuggy,,bandos,A,243.0,3.0,######,6.0,ran###,ran###,match
243,mernas,ˈmɛɾ.nas,4,CVC,yes,nonword,Wuggy,,perlas,A,244.0,3.0,######,6.0,mer###,mer###,match
244,calbos,ˈkal.βos,4,CVC,yes,nonword,Wuggy,,cascos,A,245.0,3.0,######,6.0,cal###,cal###,match
245,rostan,ˈros.tãn,4,CVC,yes,nonword,Wuggy,,bastan,A,246.0,3.0,######,6.0,ros###,ros###,match
246,culsos,ˈkul.sos,4,CVC,yes,nonword,Wuggy,,culpas,A,247.0,3.0,######,6.0,cul###,cul###,match
247,sancas,ˈsãn.kas,4,CVC,yes,nonword,Wuggy,,santos,A,248.0,3.0,######,6.0,san###,san###,match
248,messas,ˈmɛs.sas,4,CVC,yes,nonword,Wuggy,,persas,A,249.0,3.0,######,6.0,mes###,mes###,match
249,mostas,ˈmos.tas,4,CVC,yes,nonword,Wuggy,,portas,A,250.0,3.0,######,6.0,mos###,pin###,match
250,cartes,ˈkaɾ.tes,4,CVC,yes,nonword,Wuggy,,cargas,A,251.0,2.0,######,6.0,ca####,ca####,mismatch
251,mardas,ˈmaɾ.ðas,4,CVC,yes,nonword,Wuggy,,martes,A,252.0,2.0,######,6.0,ma####,ma####,mismatch
252,culmos,ˈkul.mos,4,CVC,yes,nonword,Wuggy,,cursos,A,253.0,2.0,######,6.0,cu####,cu####,mismatch
253,túndet,ˈtũn.dɛt,4,CVC,yes,nonword,Wuggy,,tándem,A,254.0,2.0,######,6.0,tú####,tú####,mismatch
254,malbes,ˈmal.βes,4,CVC,yes,nonword,Wuggy,,malvas,A,255.0,2.0,######,6.0,ma####,ma####,mismatch
255,carnas,ˈkaɾ.nas,4,CVC,yes,nonword,Wuggy,,cardos,A,256.0,2.0,######,6.0,ca####,ca####,mismatch
256,marnos,ˈmaɾ.nos,4,CVC,yes,nonword,Wuggy,,mangos,A,257.0,2.0,######,6.0,ma####,ma####,mismatch
257,canres,ˈkãn.res,4,CVC,yes,nonword,Wuggy,,carnes,A,258.0,2.0,######,6.0,ca####,ca####,mismatch
258,maltos,ˈmal.tos,4,CVC,yes,nonword,Wuggy,,cantos,A,259.0,2.0,######,6.0,ma####,ma####,mismatch
259,pasnos,ˈpas̬.nos,4,CVC,yes,nonword,Wuggy,,palmos,A,260.0,2.0,######,6.0,pa####,pa####,mismatch
260,talmas,ˈtal.mas,4,CVC,yes,nonword,Wuggy,,salsas,A,261.0,3.0,######,6.0,tal###,tal###,match
261,carsos,ˈkaɾ.sos,4,CVC,yes,nonword,Wuggy,,carpas,A,262.0,3.0,######,6.0,car###,car###,match
262,melvos,ˈmɛl.βos,4,CVC,yes,nonword,Wuggy,,polvos,A,263.0,3.0,######,6.0,mel###,mel###,match
263,sentes,ˈsɛ̃n.tes,4,CVC,yes,nonword,Wuggy,,sendos,A,264.0,3.0,######,6.0,sen###,sen###,match
264,mursas,ˈmuɾ.sas,4,CVC,yes,nonword,Wuggy,,purgas,A,265.0,3.0,######,6.0,mur###,mur###,match
265,tictas,ˈtik̚.tas,4,CVC,yes,nonword,Wuggy,,sectas,A,266.0,3.0,######,6.0,tic###,tic###,match
266,camlos,ˈkãm.los,4,CVC,yes,nonword,Wuggy,,caldos,A,267.0,3.0,######,6.0,cam###,cam###,match
267,rarcas,ˈraɾ.kas,4,CVC,yes,nonword,Wuggy,,bardas,A,268.0,3.0,######,6.0,rar###,rar###,match
268,coltan,ˈkol.tãn,4,CVC,yes,nonword,Wuggy,,captan,A,269.0,3.0,######,6.0,col###,col###,match
269,carmas,ˈkaɾ.mas,4,CVC,yes,nonword,Wuggy,,cargos,A,270.0,3.0,######,6.0,car###,car###,match
270,randas,ˈrãn.das,4,CVC,yes,nonword,Wuggy,,bancas,A,271.0,2.0,######,6.0,ra####,ra####,mismatch
271,marsas,ˈmaɾ.sas,4,CVC,yes,nonword,Wuggy,,mangas,A,272.0,2.0,######,6.0,ma####,ma####,mismatch
272,lustos,ˈlus.tos,4,CVC,yes,nonword,Wuggy,,bastos,A,273.0,2.0,######,6.0,lu####,lu####,mismatch
273,círdor,ˈsiɾ.ðoɾ,4,CVC,yes,nonword,Wuggy,,cóndor,A,274.0,2.0,######,6.0,cí####,cí####,mismatch
274,merbos,ˈmɛɾ.βos,4,CVC,yes,nonword,Wuggy,,marcos,A,275.0,2.0,######,6.0,me####,me####,mismatch
275,cílped,ˈsil.pɛð,4,CVC,yes,nonword,Wuggy,,césped,A,276.0,2.0,######,6.0,cí####,cí####,mismatch
276,puncan,ˈpũn.kãn,4,CVC,yes,nonword,Wuggy,,pescan,A,277.0,2.0,######,6.0,pu####,pu####,mismatch
277,contas,ˈkõn.tas,4,CVC,yes,nonword,Wuggy,,castas,A,278.0,2.0,######,6.0,co####,co####,mismatch
278,caltos,ˈkal.tos,4,CVC,yes,nonword,Wuggy,,cartas,A,279.0,2.0,######,6.0,ca####,ma####,mismatch
279,pestas,ˈpɛs.tas,4,CVC,yes,nonword,Wuggy,,puntas,A,280.0,2.0,######,6.0,pe####,pe####,mismatch
280,núdiña,ˈnu.ði.ɲa,4,CV,yes,nonword,Wuggy,,sádica,A,281.0,3.0,######,6.0,núd###,núd###,mismatch
281,cúcuga,ˈku.ku.ɣa,4,CV,yes,nonword,Wuggy,,célula,A,282.0,3.0,######,6.0,cúc###,cúc###,mismatch
282,núrado,ˈnu.ɾa.ðo,4,CV,yes,nonword,Wuggy,,sábado,A,283.0,3.0,######,6.0,núr###,núr###,mismatch
283,núcuso,ˈnu.ku.so,4,CV,yes,nonword,Wuggy,,báculo,A,284.0,3.0,######,6.0,núc###,núc###,mismatch
284,cúciga,ˈku.si.ɣa,4,CV,yes,nonword,Wuggy,,código,A,285.0,3.0,######,6.0,cúc###,cúc###,mismatch
285,túduga,ˈtu.ðu.ɣa,4,CV,yes,nonword,Wuggy,,médula,A,286.0,3.0,######,6.0,túd###,túd###,mismatch
286,túdiro,ˈtu.ði.ɾo,4,CV,yes,nonword,Wuggy,,rédito,A,287.0,3.0,######,6.0,túd###,túd###,mismatch
287,núdica,ˈnu.ði.ka,4,CV,yes,nonword,Wuggy,,gótica,A,288.0,3.0,######,6.0,núd###,núd###,mismatch
288,cúcuho,ˈku.ku.o,4,CV,yes,nonword,Wuggy,,cúmulo,A,289.0,3.0,######,6.0,cúc###,cúc###,mismatch
289,cúcuda,ˈku.ku.ða,4,CV,yes,nonword,Wuggy,,cómoda,A,290.0,3.0,######,6.0,cúc###,cúc###,mismatch
290,núsana,ˈnu.sa.na,4,CV,yes,nonword,Wuggy,,sábana,A,291.0,2.0,######,6.0,nú####,nú####,match
291,túdora,ˈtu.ðo.ɾa,4,CV,yes,nonword,Wuggy,,rémora,A,292.0,2.0,######,6.0,tú####,tú####,match
292,núlito,ˈnu.li.to,4,CV,yes,nonword,Wuggy,,dígito,A,293.0,2.0,######,6.0,nú####,nú####,match
293,cúcisa,ˈku.si.sa,4,CV,yes,nonword,Wuggy,,cápita,A,294.0,2.0,######,6.0,cú####,cú####,match
294,cúcija,ˈku.si.xa,4,CV,yes,nonword,Wuggy,,cómica,A,295.0,2.0,######,6.0,cú####,cú####,match
295,túsida,ˈtu.si.ða,4,CV,yes,nonword,Wuggy,,pálida,A,296.0,2.0,######,6.0,tú####,tú####,match
296,cúcige,ˈku.si.xe,4,CV,yes,nonword,Wuggy,,célibe,A,297.0,2.0,######,6.0,cú####,cú####,match
297,túdolo,ˈtu.ðo.lo,4,CV,yes,nonword,Wuggy,,módulo,A,298.0,2.0,######,6.0,tú####,tú####,match
298,núrica,ˈnu.ɾi.ka,4,CV,yes,nonword,Wuggy,,básica,A,299.0,2.0,######,6.0,nú####,nú####,match
299,túlaro,ˈtu.la.ɾo,4,CV,yes,nonword,Wuggy,,pájaro,A,300.0,2.0,######,6.0,tú####,tú####,match
300,cúcuña,ˈku.ku.ɲa,4,CV,yes,nonword,Wuggy,,cédula,A,301.0,3.0,######,6.0,cúc###,cúc###,mismatch
301,núzamo,ˈnu.sa.mo,4,CV,yes,nonword,Wuggy,,dínamo,A,302.0,3.0,######,6.0,núz###,núz###,mismatch
302,túzulo,ˈtu.su.lo,4,CV,yes,nonword,Wuggy,,rótulo,A,303.0,3.0,######,6.0,túz###,túz###,mismatch
303,núrada,ˈnu.ɾa.ða,4,CV,yes,nonword,Wuggy,,década,A,304.0,3.0,######,6.0,núr###,núr###,mismatch
304,núcito,ˈnu.si.to,4,CV,yes,nonword,Wuggy,,hálito,A,305.0,3.0,######,6.0,núc###,núd###,mismatch
305,núvora,ˈnu.βo.ɾa,4,CV,yes,nonword,Wuggy,,víbora,A,306.0,3.0,######,6.0,núv###,núv###,mismatch
306,sécoda,ˈse.ko.ða,4,CV,yes,nonword,Wuggy,,método,A,307.0,3.0,######,6.0,séc###,túr###,mismatch
307,cúvira,ˈku.βi.ɾa,4,CV,yes,nonword,Wuggy,,cálida,A,308.0,3.0,######,6.0,cúv###,cúv###,mismatch
308,túvico,ˈtu.βi.ko,4,CV,yes,nonword,Wuggy,,púbico,A,309.0,3.0,######,6.0,túv###,túv###,mismatch
309,túrato,ˈtu.ɾa.to,4,CV,yes,nonword,Wuggy,,mérito,A,310.0,3.0,######,6.0,túr###,túr###,mismatch
310,túrazo,ˈtu.ɾa.so,4,CV,yes,nonword,Wuggy,,páramo,A,311.0,2.0,######,6.0,tú####,tú####,match
311,túcimo,ˈtu.si.mo,4,CV,yes,nonword,Wuggy,,máximo,A,312.0,2.0,######,6.0,tú####,tú####,match
312,núdizo,ˈnu.ði.so,4,CV,yes,nonword,Wuggy,,sódico,A,313.0,2.0,######,6.0,nú####,nú####,match
313,núrito,ˈnu.ɾi.to,4,CV,yes,nonword,Wuggy,,hábito,A,314.0,2.0,######,6.0,nú####,nú####,match
314,núcice,ˈnu.si.se,4,CV,yes,nonword,Wuggy,,hélice,A,315.0,2.0,######,6.0,nú####,nú####,match
315,túsipo,ˈtu.si.po,4,CV,yes,nonword,Wuggy,,pésimo,A,316.0,2.0,######,6.0,tú####,tú####,match
316,núcija,ˈnu.si.xa,4,CV,yes,nonword,Wuggy,,décima,A,317.0,2.0,######,6.0,nú####,nú####,match
317,túfina,ˈtu.fi.na,4,CV,yes,nonword,Wuggy,,página,A,318.0,2.0,######,6.0,tú####,tú####,match
318,cúcasa,ˈku.ka.sa,4,CV,yes,nonword,Wuggy,,cámara,A,319.0,2.0,######,6.0,cú####,cú####,match
319,núvara,ˈnu.βa.ɾa,4,CV,yes,nonword,Wuggy,,bávaro,A,320.0,2.0,######,6.0,nú####,nú####,match
