30.4100 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x127825eb8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1299d8160>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1280,  800]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
32.4722 	EXP 	Created expTarget = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='expTarget', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
32.4784 	EXP 	Created expCarrier = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='expCarrier', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
32.5259 	EXP 	Created instructionSyl = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, languageStyle='LTR', name='instructionSyl', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
32.5320 	EXP 	Created PracSylTarget = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='PracSylTarget', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
32.5390 	EXP 	Created PracSylAnsCVC = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='PracSylAnsCVC', opacity=1.0, ori=0, pos=array([-0.5,  0. ]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
32.5457 	EXP 	Created PracSylAnsCV = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='PracSylAnsCV', opacity=1.0, ori=0, pos=array([0.5, 0. ]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
32.5849 	EXP 	Created SyllableExpInsText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, languageStyle='LTR', name='SyllableExpInsText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
32.5915 	EXP 	Created AnswerCVC = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='AnswerCVC', opacity=1.0, ori=0, pos=array([-0.5,  0. ]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
32.5986 	EXP 	Created AnswerCV = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='AnswerCV', opacity=1.0, ori=0, pos=array([0.5, 0. ]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
32.6052 	EXP 	Created Syllable_Target = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Syllable_Target', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
32.6192 	EXP 	Created Gracias = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Gracias', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='¡Muchas Gracias!', units='norm', win=Window(...), wrapWidth=1)
32.6398 	EXP 	initialIns: autoDraw = True
34.7373 	DATA 	Keypress: space
34.7497 	EXP 	Imported data/processed_data/exp_files/pracCondA.csv as conditions, 1 conditions, 9 params
34.7501 	EXP 	Created sequence: sequential, trialTypes=1, nReps=8, seed=None
34.7509 	EXP 	New trial (rep=0, index=0): OrderedDict([('practiceListA', 'targetSyl'), ('practiceListA0', 'sil'), ('practiceListA1', 'cos'), ('practiceListA2', 'si'), ('practiceListA3', 'ven'), ('practiceListA4', 've'), ('practiceListA5', 'del'), ('practiceListA6', 'co'), ('practiceListA7', 'de')])
34.7715 	EXP 	initialIns: autoDraw = False
34.7715 	EXP 	pracTarget: text = 'Encuentre    sil'
34.7715 	EXP 	pracTarget: autoDraw = True
35.2553 	EXP 	Imported data/processed_data/exp_files/pracCondA.csv as conditions, 10 conditions, 9 params
35.2559 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
35.2565 	EXP 	New trial (rep=0, index=0): OrderedDict([('practiceListA', 'filleritem6'), ('practiceListA0', 'reguero'), ('practiceListA1', 'regato'), ('practiceListA2', 'tocida'), ('practiceListA3', 'simona'), ('practiceListA4', 'cizalla'), ('practiceListA5', 'vantema'), ('practiceListA6', 'dezida'), ('practiceListA7', 'ramaje')])
35.2787 	EXP 	pracTarget: autoDraw = False
35.2787 	EXP 	pracCarrier: text = 'reguero'
35.2787 	EXP 	pracCarrier: autoDraw = True
35.7474 	EXP 	New trial (rep=0, index=1): OrderedDict([('practiceListA', 'filleritem8'), ('practiceListA0', 'donaire'), ('practiceListA1', 'pureza'), ('practiceListA2', 'devillo'), ('practiceListA3', 'foscillo'), ('practiceListA4', 'cigoto'), ('practiceListA5', 'nocena'), ('practiceListA6', 'galgango'), ('practiceListA7', 'vaquilla')])
35.7635 	EXP 	pracCarrier: autoDraw = False
35.7635 	EXP 	pracCarrier: text = 'donaire'
35.7635 	EXP 	pracCarrier: autoDraw = True
36.2462 	EXP 	New trial (rep=0, index=2): OrderedDict([('practiceListA', 'filleritem3'), ('practiceListA0', 'congreso'), ('practiceListA1', 'vergüenza'), ('practiceListA2', 'deciro'), ('practiceListA3', 'sutnido'), ('practiceListA4', 'gozada'), ('practiceListA5', 'gaferdo'), ('practiceListA6', 'vavipo'), ('practiceListA7', 'varilla')])
36.2620 	EXP 	pracCarrier: autoDraw = False
36.2620 	EXP 	pracCarrier: text = 'congreso'
36.2620 	EXP 	pracCarrier: autoDraw = True
36.7450 	EXP 	New trial (rep=0, index=3): OrderedDict([('practiceListA', 'carrierItem'), ('practiceListA0', 'silbido'), ('practiceListA1', 'cosigna'), ('practiceListA2', 'sildedo'), ('practiceListA3', 'venuro'), ('practiceListA4', 'venado'), ('practiceListA5', 'delbides'), ('practiceListA6', 'coserna'), ('practiceListA7', 'deltoides')])
36.7603 	EXP 	pracCarrier: autoDraw = False
36.7603 	EXP 	pracCarrier: text = 'silbido'
36.7603 	EXP 	pracCarrier: autoDraw = True
37.1797 	DATA 	Keypress: y
37.1814 	EXP 	New trial (rep=0, index=4): OrderedDict([('practiceListA', 'filleritem5'), ('practiceListA0', 'concepto'), ('practiceListA1', 'rabillo'), ('practiceListA2', 'vangurdo'), ('practiceListA3', 'tolina'), ('practiceListA4', 'rasguño'), ('practiceListA5', 'tusvuja'), ('practiceListA6', 'tencrido'), ('practiceListA7', 'forraje')])
37.1971 	EXP 	pracCarrier: autoDraw = False
37.1971 	EXP 	pracCarrier: text = 'concepto'
37.1971 	EXP 	pracCarrier: autoDraw = True
37.6783 	EXP 	New trial (rep=0, index=5): OrderedDict([('practiceListA', 'filleritem4'), ('practiceListA0', 'poniente'), ('practiceListA1', 'largueza'), ('practiceListA2', 'mordiso'), ('practiceListA3', 'cortupto'), ('practiceListA4', 'sordera'), ('practiceListA5', 'rorencio'), ('practiceListA6', 'dabtura'), ('practiceListA7', 'ropero')])
37.6945 	EXP 	pracCarrier: autoDraw = False
37.6945 	EXP 	pracCarrier: autoDraw = False
37.6945 	EXP 	pracCarrier: text = 'poniente'
37.6945 	EXP 	pracCarrier: autoDraw = True
38.1767 	EXP 	New trial (rep=0, index=6): OrderedDict([('practiceListA', 'filleritem2'), ('practiceListA0', 'confianza'), ('practiceListA1', 'rivera'), ('practiceListA2', 'farime'), ('practiceListA3', 'tarsallo'), ('practiceListA4', 'sarcasmo'), ('practiceListA5', 'bascana'), ('practiceListA6', 'purjida'), ('practiceListA7', 'tungsteno')])
38.1933 	EXP 	pracCarrier: autoDraw = False
38.1933 	EXP 	pracCarrier: autoDraw = False
38.1933 	EXP 	pracCarrier: text = 'confianza'
38.1933 	EXP 	pracCarrier: autoDraw = True
38.6760 	EXP 	New trial (rep=0, index=7): OrderedDict([('practiceListA', 'filleritem1'), ('practiceListA0', 'bacteria'), ('practiceListA1', 'farsante'), ('practiceListA2', 'nencida'), ('practiceListA3', 'parvaza'), ('practiceListA4', 'campaña'), ('practiceListA5', 'gimega'), ('practiceListA6', 'navura'), ('practiceListA7', 'burrada')])
38.6924 	EXP 	pracCarrier: autoDraw = False
38.6924 	EXP 	pracCarrier: autoDraw = False
38.6924 	EXP 	pracCarrier: text = 'bacteria'
38.6924 	EXP 	pracCarrier: autoDraw = True
39.1724 	EXP 	New trial (rep=0, index=8): OrderedDict([('practiceListA', 'filleritem7'), ('practiceListA0', 'noviazgo'), ('practiceListA1', 'ternera'), ('practiceListA2', 'tenvila'), ('practiceListA3', 'jagito'), ('practiceListA4', 'pocilga'), ('practiceListA5', 'vinsosta'), ('practiceListA6', 'fensuace'), ('practiceListA7', 'batuta')])
39.1890 	EXP 	pracCarrier: autoDraw = False
39.1890 	EXP 	pracCarrier: autoDraw = False
39.1890 	EXP 	pracCarrier: text = 'noviazgo'
39.1890 	EXP 	pracCarrier: autoDraw = True
39.6720 	EXP 	New trial (rep=0, index=9): OrderedDict([('practiceListA', 'filleritem9'), ('practiceListA0', 'recodo'), ('practiceListA1', 'percance'), ('practiceListA2', 'rofiolo'), ('practiceListA3', 'tosaba'), ('practiceListA4', 'cornisa'), ('practiceListA5', 'ricobo'), ('practiceListA6', 'binima'), ('practiceListA7', 'sufragio')])
39.6876 	EXP 	pracCarrier: autoDraw = False
39.6876 	EXP 	pracCarrier: autoDraw = False
39.6876 	EXP 	pracCarrier: text = 'recodo'
39.6876 	EXP 	pracCarrier: autoDraw = True
40.1711 	EXP 	New trial (rep=1, index=0): OrderedDict([('practiceListA', 'targetSyl'), ('practiceListA0', 'sil'), ('practiceListA1', 'cos'), ('practiceListA2', 'si'), ('practiceListA3', 'ven'), ('practiceListA4', 've'), ('practiceListA5', 'del'), ('practiceListA6', 'co'), ('practiceListA7', 'de')])
40.1857 	EXP 	pracCarrier: autoDraw = False
40.1857 	EXP 	pracCarrier: autoDraw = False
40.1857 	EXP 	pracTarget: text = 'Encuentre    cos'
40.1857 	EXP 	pracTarget: autoDraw = True
40.6755 	EXP 	Imported data/processed_data/exp_files/pracCondA.csv as conditions, 10 conditions, 9 params
40.6760 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
40.6766 	EXP 	New trial (rep=0, index=0): OrderedDict([('practiceListA', 'filleritem9'), ('practiceListA0', 'recodo'), ('practiceListA1', 'percance'), ('practiceListA2', 'rofiolo'), ('practiceListA3', 'tosaba'), ('practiceListA4', 'cornisa'), ('practiceListA5', 'ricobo'), ('practiceListA6', 'binima'), ('practiceListA7', 'sufragio')])
40.6898 	EXP 	pracTarget: autoDraw = False
40.6898 	EXP 	pracTarget: autoDraw = False
40.6898 	EXP 	pracCarrier: text = 'percance'
40.6898 	EXP 	pracCarrier: autoDraw = True
41.1684 	EXP 	New trial (rep=0, index=1): OrderedDict([('practiceListA', 'filleritem1'), ('practiceListA0', 'bacteria'), ('practiceListA1', 'farsante'), ('practiceListA2', 'nencida'), ('practiceListA3', 'parvaza'), ('practiceListA4', 'campaña'), ('practiceListA5', 'gimega'), ('practiceListA6', 'navura'), ('practiceListA7', 'burrada')])
41.1827 	EXP 	pracCarrier: autoDraw = False
41.1827 	EXP 	pracCarrier: autoDraw = False
41.1827 	EXP 	pracCarrier: text = 'farsante'
41.1827 	EXP 	pracCarrier: autoDraw = True
41.6676 	EXP 	New trial (rep=0, index=2): OrderedDict([('practiceListA', 'carrierItem'), ('practiceListA0', 'silbido'), ('practiceListA1', 'cosigna'), ('practiceListA2', 'sildedo'), ('practiceListA3', 'venuro'), ('practiceListA4', 'venado'), ('practiceListA5', 'delbides'), ('practiceListA6', 'coserna'), ('practiceListA7', 'deltoides')])
41.6821 	EXP 	pracCarrier: autoDraw = False
41.6821 	EXP 	pracCarrier: autoDraw = False
41.6821 	EXP 	pracCarrier: text = 'cosigna'
41.6821 	EXP 	pracCarrier: autoDraw = True
42.1662 	EXP 	New trial (rep=0, index=3): OrderedDict([('practiceListA', 'filleritem2'), ('practiceListA0', 'confianza'), ('practiceListA1', 'rivera'), ('practiceListA2', 'farime'), ('practiceListA3', 'tarsallo'), ('practiceListA4', 'sarcasmo'), ('practiceListA5', 'bascana'), ('practiceListA6', 'purjida'), ('practiceListA7', 'tungsteno')])
42.1815 	EXP 	pracCarrier: autoDraw = False
42.1815 	EXP 	pracCarrier: autoDraw = False
42.1815 	EXP 	pracCarrier: text = 'rivera'
42.1815 	EXP 	pracCarrier: autoDraw = True
42.6648 	EXP 	New trial (rep=0, index=4): OrderedDict([('practiceListA', 'filleritem7'), ('practiceListA0', 'noviazgo'), ('practiceListA1', 'ternera'), ('practiceListA2', 'tenvila'), ('practiceListA3', 'jagito'), ('practiceListA4', 'pocilga'), ('practiceListA5', 'vinsosta'), ('practiceListA6', 'fensuace'), ('practiceListA7', 'batuta')])
42.6804 	EXP 	pracCarrier: autoDraw = False
42.6804 	EXP 	pracCarrier: autoDraw = False
42.6804 	EXP 	pracCarrier: text = 'ternera'
42.6804 	EXP 	pracCarrier: autoDraw = True
43.1648 	EXP 	New trial (rep=0, index=5): OrderedDict([('practiceListA', 'filleritem4'), ('practiceListA0', 'poniente'), ('practiceListA1', 'largueza'), ('practiceListA2', 'mordiso'), ('practiceListA3', 'cortupto'), ('practiceListA4', 'sordera'), ('practiceListA5', 'rorencio'), ('practiceListA6', 'dabtura'), ('practiceListA7', 'ropero')])
43.1793 	EXP 	pracCarrier: autoDraw = False
43.1793 	EXP 	pracCarrier: autoDraw = False
43.1793 	EXP 	pracCarrier: text = 'largueza'
43.1793 	EXP 	pracCarrier: autoDraw = True
43.6623 	EXP 	New trial (rep=0, index=6): OrderedDict([('practiceListA', 'filleritem5'), ('practiceListA0', 'concepto'), ('practiceListA1', 'rabillo'), ('practiceListA2', 'vangurdo'), ('practiceListA3', 'tolina'), ('practiceListA4', 'rasguño'), ('practiceListA5', 'tusvuja'), ('practiceListA6', 'tencrido'), ('practiceListA7', 'forraje')])
43.6783 	EXP 	pracCarrier: autoDraw = False
43.6783 	EXP 	pracCarrier: autoDraw = False
43.6783 	EXP 	pracCarrier: text = 'rabillo'
43.6783 	EXP 	pracCarrier: autoDraw = True
44.1611 	EXP 	New trial (rep=0, index=7): OrderedDict([('practiceListA', 'filleritem8'), ('practiceListA0', 'donaire'), ('practiceListA1', 'pureza'), ('practiceListA2', 'devillo'), ('practiceListA3', 'foscillo'), ('practiceListA4', 'cigoto'), ('practiceListA5', 'nocena'), ('practiceListA6', 'galgango'), ('practiceListA7', 'vaquilla')])
44.1769 	EXP 	pracCarrier: autoDraw = False
44.1769 	EXP 	pracCarrier: autoDraw = False
44.1769 	EXP 	pracCarrier: text = 'pureza'
44.1769 	EXP 	pracCarrier: autoDraw = True
44.6617 	EXP 	New trial (rep=0, index=8): OrderedDict([('practiceListA', 'filleritem6'), ('practiceListA0', 'reguero'), ('practiceListA1', 'regato'), ('practiceListA2', 'tocida'), ('practiceListA3', 'simona'), ('practiceListA4', 'cizalla'), ('practiceListA5', 'vantema'), ('practiceListA6', 'dezida'), ('practiceListA7', 'ramaje')])
44.6767 	EXP 	pracCarrier: autoDraw = False
44.6767 	EXP 	pracCarrier: autoDraw = False
44.6767 	EXP 	pracCarrier: text = 'regato'
44.6767 	EXP 	pracCarrier: autoDraw = True
45.1592 	EXP 	New trial (rep=0, index=9): OrderedDict([('practiceListA', 'filleritem3'), ('practiceListA0', 'congreso'), ('practiceListA1', 'vergüenza'), ('practiceListA2', 'deciro'), ('practiceListA3', 'sutnido'), ('practiceListA4', 'gozada'), ('practiceListA5', 'gaferdo'), ('practiceListA6', 'vavipo'), ('practiceListA7', 'varilla')])
45.1748 	EXP 	pracCarrier: autoDraw = False
45.1748 	EXP 	pracCarrier: autoDraw = False
45.1748 	EXP 	pracCarrier: text = 'vergüenza'
45.1748 	EXP 	pracCarrier: autoDraw = True
45.6588 	EXP 	New trial (rep=2, index=0): OrderedDict([('practiceListA', 'targetSyl'), ('practiceListA0', 'sil'), ('practiceListA1', 'cos'), ('practiceListA2', 'si'), ('practiceListA3', 'ven'), ('practiceListA4', 've'), ('practiceListA5', 'del'), ('practiceListA6', 'co'), ('practiceListA7', 'de')])
45.6751 	EXP 	pracCarrier: autoDraw = False
45.6751 	EXP 	pracCarrier: autoDraw = False
45.6751 	EXP 	pracTarget: text = 'Encuentre    si'
45.6751 	EXP 	pracTarget: autoDraw = True
46.1614 	EXP 	Imported data/processed_data/exp_files/pracCondA.csv as conditions, 10 conditions, 9 params
46.1618 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
46.1623 	EXP 	New trial (rep=0, index=0): OrderedDict([('practiceListA', 'filleritem5'), ('practiceListA0', 'concepto'), ('practiceListA1', 'rabillo'), ('practiceListA2', 'vangurdo'), ('practiceListA3', 'tolina'), ('practiceListA4', 'rasguño'), ('practiceListA5', 'tusvuja'), ('practiceListA6', 'tencrido'), ('practiceListA7', 'forraje')])
46.1815 	EXP 	pracTarget: autoDraw = False
46.1815 	EXP 	pracTarget: autoDraw = False
46.1815 	EXP 	pracCarrier: text = 'vangurdo'
46.1815 	EXP 	pracCarrier: autoDraw = True
46.6558 	EXP 	New trial (rep=0, index=1): OrderedDict([('practiceListA', 'filleritem9'), ('practiceListA0', 'recodo'), ('practiceListA1', 'percance'), ('practiceListA2', 'rofiolo'), ('practiceListA3', 'tosaba'), ('practiceListA4', 'cornisa'), ('practiceListA5', 'ricobo'), ('practiceListA6', 'binima'), ('practiceListA7', 'sufragio')])
46.6715 	EXP 	pracCarrier: autoDraw = False
46.6715 	EXP 	pracCarrier: autoDraw = False
46.6715 	EXP 	pracCarrier: text = 'rofiolo'
46.6715 	EXP 	pracCarrier: autoDraw = True
47.1546 	EXP 	New trial (rep=0, index=2): OrderedDict([('practiceListA', 'filleritem1'), ('practiceListA0', 'bacteria'), ('practiceListA1', 'farsante'), ('practiceListA2', 'nencida'), ('practiceListA3', 'parvaza'), ('practiceListA4', 'campaña'), ('practiceListA5', 'gimega'), ('practiceListA6', 'navura'), ('practiceListA7', 'burrada')])
47.1700 	EXP 	pracCarrier: autoDraw = False
47.1700 	EXP 	pracCarrier: autoDraw = False
47.1700 	EXP 	pracCarrier: text = 'nencida'
47.1700 	EXP 	pracCarrier: autoDraw = True
47.6535 	EXP 	New trial (rep=0, index=3): OrderedDict([('practiceListA', 'filleritem6'), ('practiceListA0', 'reguero'), ('practiceListA1', 'regato'), ('practiceListA2', 'tocida'), ('practiceListA3', 'simona'), ('practiceListA4', 'cizalla'), ('practiceListA5', 'vantema'), ('practiceListA6', 'dezida'), ('practiceListA7', 'ramaje')])
47.6691 	EXP 	pracCarrier: autoDraw = False
47.6691 	EXP 	pracCarrier: autoDraw = False
47.6691 	EXP 	pracCarrier: text = 'tocida'
47.6691 	EXP 	pracCarrier: autoDraw = True
48.1524 	EXP 	New trial (rep=0, index=4): OrderedDict([('practiceListA', 'filleritem8'), ('practiceListA0', 'donaire'), ('practiceListA1', 'pureza'), ('practiceListA2', 'devillo'), ('practiceListA3', 'foscillo'), ('practiceListA4', 'cigoto'), ('practiceListA5', 'nocena'), ('practiceListA6', 'galgango'), ('practiceListA7', 'vaquilla')])
48.1668 	EXP 	pracCarrier: autoDraw = False
48.1668 	EXP 	pracCarrier: autoDraw = False
48.1668 	EXP 	pracCarrier: text = 'devillo'
48.1668 	EXP 	pracCarrier: autoDraw = True
48.6511 	EXP 	New trial (rep=0, index=5): OrderedDict([('practiceListA', 'filleritem4'), ('practiceListA0', 'poniente'), ('practiceListA1', 'largueza'), ('practiceListA2', 'mordiso'), ('practiceListA3', 'cortupto'), ('practiceListA4', 'sordera'), ('practiceListA5', 'rorencio'), ('practiceListA6', 'dabtura'), ('practiceListA7', 'ropero')])
48.6662 	EXP 	pracCarrier: autoDraw = False
48.6662 	EXP 	pracCarrier: autoDraw = False
48.6662 	EXP 	pracCarrier: text = 'mordiso'
48.6662 	EXP 	pracCarrier: autoDraw = True
49.1500 	EXP 	New trial (rep=0, index=6): OrderedDict([('practiceListA', 'filleritem7'), ('practiceListA0', 'noviazgo'), ('practiceListA1', 'ternera'), ('practiceListA2', 'tenvila'), ('practiceListA3', 'jagito'), ('practiceListA4', 'pocilga'), ('practiceListA5', 'vinsosta'), ('practiceListA6', 'fensuace'), ('practiceListA7', 'batuta')])
49.1654 	EXP 	pracCarrier: autoDraw = False
49.1654 	EXP 	pracCarrier: autoDraw = False
49.1654 	EXP 	pracCarrier: text = 'tenvila'
49.1654 	EXP 	pracCarrier: autoDraw = True
49.6477 	EXP 	New trial (rep=0, index=7): OrderedDict([('practiceListA', 'filleritem3'), ('practiceListA0', 'congreso'), ('practiceListA1', 'vergüenza'), ('practiceListA2', 'deciro'), ('practiceListA3', 'sutnido'), ('practiceListA4', 'gozada'), ('practiceListA5', 'gaferdo'), ('practiceListA6', 'vavipo'), ('practiceListA7', 'varilla')])
49.6637 	EXP 	pracCarrier: autoDraw = False
49.6637 	EXP 	pracCarrier: autoDraw = False
49.6637 	EXP 	pracCarrier: text = 'deciro'
49.6637 	EXP 	pracCarrier: autoDraw = True
50.1469 	EXP 	New trial (rep=0, index=8): OrderedDict([('practiceListA', 'carrierItem'), ('practiceListA0', 'silbido'), ('practiceListA1', 'cosigna'), ('practiceListA2', 'sildedo'), ('practiceListA3', 'venuro'), ('practiceListA4', 'venado'), ('practiceListA5', 'delbides'), ('practiceListA6', 'coserna'), ('practiceListA7', 'deltoides')])
50.1630 	EXP 	pracCarrier: autoDraw = False
50.1630 	EXP 	pracCarrier: autoDraw = False
50.1630 	EXP 	pracCarrier: text = 'sildedo'
50.1630 	EXP 	pracCarrier: autoDraw = True
