,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block57,paloma,CV,CV,pa,word,match,pal,pal,critical,b
1,block57,gorguera,CVC,CV,pa,word,mismatch,pal,gor,filler01,None
2,block57,gorjeo,CVC,CV,pa,word,mismatch,pal,gor,filler02,None
3,block57,conducta,CVC,CV,pa,word,mismatch,pal,con,filler03,None
4,block57,vivero,CV,CV,pa,word,match,pal,viv,filler04,None
5,block57,fortuna,CVC,CV,pa,word,mismatch,pal,for,filler05,None
6,block57,cornada,CVC,CV,pa,word,mismatch,pal,cor,filler06,None
7,block57,regata,CV,CV,pa,word,match,pal,reg,filler07,None
8,block57,cigarra,CV,CV,pa,word,match,pal,cig,filler08,None
9,block57,giralda,CV,CV,pa,word,match,pal,gir,filler09,None
