,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block63,palbira,CVC,CV,pa,nonword,mismatch,pal,pal,critical,b
1,block63,vinsenza,CVC,CV,pa,nonword,mismatch,pal,vin,filler01,None
2,block63,tudala,CV,CV,pa,nonword,match,pal,tud,filler02,None
3,block63,fivancia,CV,CV,pa,nonword,match,pal,fiv,filler03,None
4,block63,turquma,CVC,CV,pa,nonword,mismatch,pal,tur,filler04,None
5,block63,ruspina,CVC,CV,pa,nonword,mismatch,pal,rus,filler05,None
6,block63,detnana,CVC,CV,pa,nonword,mismatch,pal,det,filler06,None
7,block63,tifencio,CV,CV,pa,nonword,match,pal,tif,filler07,None
8,block63,ciroca,CV,CV,pa,nonword,match,pal,cir,filler08,None
9,block63,tocensia,CV,CV,pa,nonword,match,pal,toc,filler09,None
