,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block54,moniga,CV,CVC,mon,nonword,mismatch,mon,mon,critical,b
1,block54,parvaza,CVC,CVC,mon,nonword,match,mon,par,filler01,None
2,block54,bascana,CVC,CVC,mon,nonword,match,mon,bas,filler02,None
3,block54,ternura,CVC,CVC,mon,nonword,match,mon,ter,filler03,None
4,block54,tarsallo,CVC,CVC,mon,nonword,match,mon,tar,filler04,None
5,block54,serpiente,CVC,CVC,mon,nonword,match,mon,ser,filler05,None
6,block54,reducto,CV,CVC,mon,nonword,mismatch,mon,red,filler06,None
7,block54,tarima,CV,CVC,mon,nonword,mismatch,mon,tar,filler07,None
8,block54,recado,CV,CVC,mon,nonword,mismatch,mon,rec,filler08,None
9,block54,sepulcro,CV,CVC,mon,nonword,mismatch,mon,sep,filler09,None
