,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,segResp,segRespCorr,segRespRT,exp_pres_order,corrAns
133,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,piscina,CVC,CV,jo,word,mismatch,jor,pis,filler06,,,,,
134,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,pupitre,CV,CV,jo,word,match,jor,pup,filler08,,,,,
135,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,ventaja,CVC,CV,jo,word,mismatch,jor,ven,filler03,,,,,
136,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,cintura,CVC,CV,jo,word,mismatch,jor,cin,filler04,,,,,
137,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,vigilia,CV,CV,jo,word,match,jor,vig,filler07,,,,,
138,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,bigote,CV,CV,jo,word,match,jor,big,filler09,,,,,
139,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,zancada,CVC,CV,jo,word,mismatch,jor,zan,filler01,,,,,
140,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,tintero,CVC,CV,jo,word,mismatch,jor,tin,filler05,,,,,
141,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block02,joroba,CV,CV,jo,word,match,jor,jor,critical,,,,,
143,30,Mujer,Estados Unidos,Estados Unidos,Estados Unidos,Máster,ambos,inglés,5e99e7c742f067061edc2018,2020-07-23_15h49.59.525,lemma_segmentation,Win32,5f19e97a6f01b90a2758eabf,block01,tiniebla,CV,CV,ga,word,match,gar,tin,filler09,,,,,
