,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,segResp,segRespCorr,segRespRT,exp_pres_order,corrAns
338,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block42,barbilla,CVC,CVC,cul,word,match,cul,bar,filler05,,1.0,,9.0,None
340,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,depite,CV,CV,ca,nonword,match,cam,dep,filler01,,1.0,,0.0,None
341,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,neteno,CV,CV,ca,nonword,match,cam,net,filler02,,1.0,,1.0,None
342,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,tunruja,CVC,CV,ca,nonword,mismatch,cam,tun,filler06,,1.0,,2.0,None
343,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,cambena,CVC,CV,ca,nonword,mismatch,cam,cam,critical,b,1.0,0.558145,3.0,b
344,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,sobvondo,CVC,CV,ca,nonword,mismatch,cam,sob,filler05,,1.0,,4.0,None
345,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,sunsanso,CVC,CV,ca,nonword,mismatch,cam,sun,filler07,,1.0,,5.0,None
346,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,nenedo,CV,CV,ca,nonword,match,cam,nen,filler03,,1.0,,6.0,None
347,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,dedioro,CV,CV,ca,nonword,match,cam,ded,filler04,,1.0,,7.0,None
348,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,sutmido,CVC,CV,ca,nonword,mismatch,cam,sut,filler08,,1.0,,8.0,None
