,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block37,camofa,CV,CV,ca,nonword,match,cam,cam,critical,b
1,block37,depite,CV,CV,ca,nonword,match,cam,dep,filler01,None
2,block37,neteno,CV,CV,ca,nonword,match,cam,net,filler02,None
3,block37,nenedo,CV,CV,ca,nonword,match,cam,nen,filler03,None
4,block37,dedioro,CV,CV,ca,nonword,match,cam,ded,filler04,None
5,block37,sobvondo,CVC,CV,ca,nonword,mismatch,cam,sob,filler05,None
6,block37,tunruja,CVC,CV,ca,nonword,mismatch,cam,tun,filler06,None
7,block37,sunsanso,CVC,CV,ca,nonword,mismatch,cam,sun,filler07,None
8,block37,sutmido,CVC,CV,ca,nonword,mismatch,cam,sut,filler08,None
9,block37,fuztancia,CVC,CV,ca,nonword,mismatch,cam,fuz,filler09,None
