,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block10,linterna,CVC,CV,li,word,mismatch,lin,lin,critical,b
1,block10,tartana,CVC,CV,li,word,mismatch,lin,tar,filler01,None
2,block10,portazo,CVC,CV,li,word,mismatch,lin,por,filler02,None
3,block10,vereda,CV,CV,li,word,match,lin,ver,filler03,None
4,block10,zarpazo,CVC,CV,li,word,mismatch,lin,zar,filler04,None
5,block10,jasmina,CVC,CV,li,word,mismatch,lin,jas,filler05,None
6,block10,regazo,CV,CV,li,word,match,lin,reg,filler06,None
7,block10,recurso,CV,CV,li,word,match,lin,rec,filler07,None
8,block10,tocino,CV,CV,li,word,match,lin,toc,filler08,None
9,block10,dureza,CV,CV,li,word,match,lin,dur,filler09,None
