,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block02,baldosa,CVC,CV,ba,word,mismatch,bal,bal,critical,b
1,block02,renombre,CV,CV,ba,word,match,bal,ren,filler01,None
2,block02,tortuga,CVC,CV,ba,word,mismatch,bal,tor,filler02,None
3,block02,semilla,CV,CV,ba,word,match,bal,sem,filler03,None
4,block02,torpeza,CVC,CV,ba,word,mismatch,bal,tor,filler04,None
5,block02,sortija,CVC,CV,ba,word,mismatch,bal,sor,filler05,None
6,block02,tersura,CVC,CV,ba,word,mismatch,bal,ter,filler06,None
7,block02,picota,CV,CV,ba,word,match,bal,pic,filler07,None
8,block02,sotana,CV,CV,ba,word,match,bal,sot,filler08,None
9,block02,sonido,CV,CV,ba,word,match,bal,son,filler09,None
