,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block43,culpable,CVC,CV,cu,word,mismatch,cul,cul,critical,b
1,block43,pimiento,CV,CV,cu,word,match,cul,pim,filler01,None
2,block43,sarmiento,CVC,CV,cu,word,mismatch,cul,sar,filler02,None
3,block43,verdura,CVC,CV,cu,word,mismatch,cul,ver,filler03,None
4,block43,tobillo,CV,CV,cu,word,match,cul,tob,filler04,None
5,block43,vertiente,CVC,CV,cu,word,mismatch,cul,ver,filler05,None
6,block43,tarjeta,CVC,CV,cu,word,mismatch,cul,tar,filler06,None
7,block43,fijeza,CV,CV,cu,word,match,cul,fij,filler07,None
8,block43,tesoro,CV,CV,cu,word,match,cul,tes,filler08,None
9,block43,teniente,CV,CV,cu,word,match,cul,ten,filler09,None
