,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block38,camofa,CV,CVC,cam,nonword,mismatch,cam,cam,critical,b
1,block38,devillo,CV,CVC,cam,nonword,mismatch,cam,dev,filler01,None
2,block38,nencida,CVC,CVC,cam,nonword,match,cam,nen,filler02,None
3,block38,pirijuo,CV,CVC,cam,nonword,mismatch,cam,pir,filler03,None
4,block38,bercillo,CVC,CVC,cam,nonword,match,cam,ber,filler04,None
5,block38,penvalla,CVC,CVC,cam,nonword,match,cam,pen,filler05,None
6,block38,voltura,CVC,CVC,cam,nonword,match,cam,vol,filler06,None
7,block38,foscillo,CVC,CVC,cam,nonword,match,cam,fos,filler07,None
8,block38,febago,CV,CVC,cam,nonword,mismatch,cam,feb,filler08,None
9,block38,lercuente,CVC,CVC,cam,nonword,match,cam,ler,filler09,None
