,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block07,balega,CV,CVC,bal,nonword,mismatch,bal,bal,critical,b
1,block07,denciña,CVC,CVC,bal,nonword,match,bal,den,filler01,None
2,block07,cecaja,CV,CVC,bal,nonword,mismatch,bal,cec,filler02,None
3,block07,vestolcio,CVC,CVC,bal,nonword,match,bal,ves,filler03,None
4,block07,cicora,CV,CVC,bal,nonword,mismatch,bal,cic,filler04,None
5,block07,sinvera,CVC,CVC,bal,nonword,match,bal,sin,filler05,None
6,block07,simedo,CV,CVC,bal,nonword,mismatch,bal,sim,filler06,None
7,block07,donania,CV,CVC,bal,nonword,mismatch,bal,don,filler07,None
8,block07,vinterca,CVC,CVC,bal,nonword,match,bal,vin,filler08,None
9,block07,cencera,CVC,CVC,bal,nonword,match,bal,cen,filler09,None
