,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,corrAns
0,block44,culpable,CVC,CVC,cul,word,match,cul,cul,critical,b
1,block44,zarzuela,CVC,CVC,cul,word,match,cul,zar,filler01,None
2,block44,perchero,CVC,CVC,cul,word,match,cul,per,filler02,None
3,block44,nevera,CV,CVC,cul,word,mismatch,cul,nev,filler03,None
4,block44,persiana,CVC,CVC,cul,word,match,cul,per,filler04,None
5,block44,barbilla,CVC,CVC,cul,word,match,cul,bar,filler05,None
6,block44,viraje,CV,CVC,cul,word,mismatch,cul,vir,filler06,None
7,block44,redada,CV,CVC,cul,word,mismatch,cul,red,filler07,None
8,block44,naranjo,CV,CVC,cul,word,mismatch,cul,nar,filler08,None
9,block44,navaja,CV,CVC,cul,word,mismatch,cul,nav,filler09,None
